newsHeadline,sentiment,preprocessed_txt
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,contract includes cutting edging wagon part ruukki steel service centre seinajoki raahe southwestern finland delivered vr welding assembly
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,copying republication redistribution afx news content inculding framing similar mean expressly prohibited without prior written consent afx news
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,cosmetic collection includes eye shadow face powder lip gloss mascara accessory
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,e7 smartphone available rs35 000 per handset across india nokia india vicepresident managing director shivakumar told reporter
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,exercise originated finland early 1930s training method crosscountry skier
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,first phase logistics complex envisages completion 70000 sq logistics premise gatehouse building november 2008
"The gross area of eight houses will be 12,167 m2 .",neutral,gross area eight house 12167 m2
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,gross area innova 2 project 10000 sq 107600 sq ft
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,interim report first quarter published may 8 2009
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,mill raw material need increase 100000 m3 wood
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,negotiation concern personnel cencorp corporation singulase oy whole finland sweden company said
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,negotiation concern plant department producing winded roving employ 10 people
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,new apartment block going increase close city center explained chairman board yit ehitus priit sauk
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,redesigned crushing circuit operation since start september overall production rate weekly basis excess average 40000 tonne day
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,scheme teliasonera altimo practically identical except involves merger stake vimpelcom kyivstar
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,share subscription period c option commence 1 september 2008 expire 31 march 2011
The share subscription period will expire on 30 September 2007 .,neutral,share subscription period expire 30 september 2007
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,subscription period amer sport 2002 warrant scheme end 31 december 2007
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,term condition stock option scheme 2004 available groincrease website
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,transaction included transfer lease agreement concerning manufacturing premise employment agreement related operation
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,utility provide service related electricity management hedging trade risk management reporting
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,trying deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,biggest challenge make piece look raw hansen said
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,license agreement nokia corp part expires april 9 2007
A 2001 agreement expired earlier this month .,neutral,2001 agreement expired earlier month
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral,split company 26885540 series share 9540000 series k share
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,boomeranger boat oy specialises boat building design manufacture sell customised rigid inflatable boat rib primarily baltic sea market
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,currently quarterly applied surcharge differ significantly actual market price
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,filmiteollisuus fine ab transferred talentum oyj form subsidiary
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,helsinki afx salcomp mobile phone charger manufacturer said appointed markku hangasjarvi new ceo following resignation mat eriksson
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,hk ruokatalo produce many turkey product cold cut
"However , the brokers ' ratings on the stock differ .",neutral,however broker rating stock differ
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,mursula said tried gather macroeconomic perspective see malaysia
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,niklas skogster employed abb groincrease various position concerning development operation
